game,_JG_
playId,grupo1-v2
playerAlias,aasd,HP-HP_2017210_113257_286
totalPlays,5
totalCorrect,1
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
2,0,False,1.859586,-----
0,1,False,0.25273,-----
0,2,False,0.260007,-----
1,0,False,0.135414,-----
2,2,True,0.019345,-----
game,_JG_
playId,grupo1-v2
playerAlias,aasd,HP-HP_2017210_113257_286
totalPlays,5
totalCorrect,1
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
2,0,False,1.859586,-----
0,1,False,0.25273,-----
0,2,False,0.260007,-----
1,0,False,0.135414,-----
2,2,True,0.019345,-----
game,_JG_
playId,grupo1-v2
playerAlias,aasd,HP-HP_2017210_113257_286
totalPlays,5
totalCorrect,1
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
2,0,False,1.859586,-----
0,1,False,0.25273,-----
0,2,False,0.260007,-----
1,0,False,0.135414,-----
2,2,True,0.019345,-----
game,_JG_
playId,grupo1-v2
playerAlias,aasd,HP-HP_2017210_113257_286
totalPlays,5
totalCorrect,1
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
2,0,False,1.859586,-----
0,1,False,0.25273,-----
0,2,False,0.260007,-----
1,0,False,0.135414,-----
2,2,True,0.019345,-----
game,_JG_
playId,grupo1-v2
playerAlias,aasd,HP-HP_2017210_113257_286
totalPlays,5
totalCorrect,1
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
2,0,False,1.859586,-----
0,1,False,0.25273,-----
0,2,False,0.260007,-----
1,0,False,0.135414,-----
2,2,True,0.019345,-----
game,_JG_
playId,grupo1-v2
playerAlias,aasd,HP-HP_2017210_113257_286
totalPlays,5
totalCorrect,1
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
2,0,False,1.859586,-----
0,1,False,0.25273,-----
0,2,False,0.260007,-----
1,0,False,0.135414,-----
2,2,True,0.019345,-----
game,_JG_
playId,grupo1-v2
playerAlias,aasd,HP-HP_2017210_113257_286
totalPlays,5
totalCorrect,1
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
2,0,False,1.859586,-----
0,1,False,0.25273,-----
0,2,False,0.260007,-----
1,0,False,0.135414,-----
2,2,True,0.019345,-----
game,_JG_
playId,grupo1-v2
playerAlias,laura,HP-HP_2017226_105358_788
totalPlays,5
totalCorrect,2
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
0,0,True,4.141097,-----
2,1,False,0.316599,-----
2,2,True,0.233406,-----
1,0,False,0.433285,-----
0,2,False,0.249861,-----
game,_JG_
playId,grupo1-v2
playerAlias,Jaspionoonasda,HP-HP_2017313_164641_383
totalPlays,5
totalCorrect,2
successRate,*** >0<
minHits, ?????
gameMode,readTree
status,OK
waitedResult,optionChosen,correct,movementTime,decisionTime
1,1,True,1.656574,-----
2,1,False,0.116258,-----
0,1,False,0.219852,-----
0,1,False,0.299654,-----
1,1,True,0.382065,-----
